Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_887,237432427171,ABCDE4490F,4,92494,No,2,92526,Unemployed,51,Own,88144,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_10,657606834608,ABCDE9937F,2,66078,Yes,2,252553,Self-Employed,75,None,397109,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_555,972347805566,ABCDE2164F,5,34021,No,1,58927,Self-Employed,50,None,68134,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_207,811574655616,ABCDE9487F,5,33799,No,2,120039,Unemployed,30,None,47208,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_217,480372659588,ABCDE7537F,0,73414,Yes,0,231354,Unemployed,69,Rent,216250,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_377,544403589015,ABCDE2147F,5,28605,No,2,258375,Self-Employed,58,Own,206860,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_548,640744828025,ABCDE2554F,0,11919,Yes,0,240846,Employed,52,None,110794,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_950,461712238640,ABCDE3489F,1,90494,No,2,280142,Employed,55,None,342777,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_143,125453420688,ABCDE9225F,4,69441,Yes,2,107705,Employed,64,None,119523,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_801,254669183071,ABCDE4933F,3,23532,No,0,246548,Employed,66,None,219611,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_490,949538605412,ABCDE5844F,5,65909,Yes,2,151947,Self-Employed,44,None,347966,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_205,182860601279,ABCDE9278F,3,34132,No,0,77348,Unemployed,51,Rent,60528,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_28,198422888558,ABCDE6638F,4,78808,No,2,44865,Employed,19,Rent,88347,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_745,155107660130,ABCDE3933F,4,44138,Yes,2,189766,Unemployed,62,Own,103788,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_885,665500523648,ABCDE3761F,1,98072,No,0,242006,Unemployed,34,None,308235,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_106,351964361480,ABCDE5614F,3,11775,Yes,0,203971,Employed,52,Own,236349,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_313,498823925571,ABCDE3368F,3,23876,Yes,1,98287,Unemployed,27,Rent,93505,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_158,182141647776,ABCDE3745F,4,83850,Yes,2,52109,Self-Employed,62,Own,72612,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_886,197505760621,ABCDE7989F,4,66230,No,1,198264,Unemployed,38,None,127907,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_840,383041083033,ABCDE1996F,0,23325,No,2,260794,Unemployed,54,Rent,220876,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_879,950612302436,ABCDE5689F,4,74365,Yes,1,59022,Employed,41,None,63228,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_88,377818964088,ABCDE7403F,2,98074,No,2,177030,Self-Employed,64,None,158746,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_514,196872496735,ABCDE5500F,5,83886,No,2,211197,Self-Employed,62,Rent,291786,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_927,113781121903,ABCDE6653F,5,59084,No,2,232836,Self-Employed,61,Own,164255,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_512,529657490026,ABCDE2055F,3,31797,No,0,143225,Unemployed,69,None,27189,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_303,209708507317,ABCDE4344F,1,61404,No,2,114510,Self-Employed,37,Rent,64972,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_357,987595816126,ABCDE3437F,2,22427,Yes,1,288056,Employed,57,None,221669,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_763,407747478861,ABCDE3960F,1,6650,Yes,0,141438,Employed,63,Rent,51010,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_326,640642633298,ABCDE8712F,5,20439,No,2,237855,Self-Employed,28,Own,194748,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_143,453778388911,ABCDE9375F,2,36563,No,1,103336,Self-Employed,41,Own,122761,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_359,765658517470,ABCDE8829F,1,31690,No,2,193539,Employed,74,Own,386411,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_721,815996993912,ABCDE3375F,1,52867,Yes,0,243049,Unemployed,73,Rent,152468,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_709,129719226763,ABCDE8356F,1,92047,No,1,47207,Self-Employed,64,Own,105463,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_855,918026855731,ABCDE4677F,3,29873,Yes,0,51086,Unemployed,55,Rent,48844,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_18,378039583435,ABCDE2092F,4,86816,Yes,1,285144,Self-Employed,37,Own,365175,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_754,758023453186,ABCDE6262F,5,93666,Yes,2,163577,Unemployed,51,Own,295686,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_798,954099175264,ABCDE8188F,2,65096,No,1,43783,Self-Employed,70,Rent,57280,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_228,229620974878,ABCDE3680F,2,91088,No,0,58631,Employed,64,None,112528,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_194,515241621305,ABCDE7324F,5,67032,Yes,1,147901,Employed,28,None,53588,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_433,748653956805,ABCDE4428F,0,78913,No,2,238270,Employed,42,Rent,397356,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_32,180367234221,ABCDE8532F,4,73140,No,1,166866,Unemployed,51,Rent,323402,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_499,542937862457,ABCDE8338F,0,75090,Yes,2,168864,Unemployed,52,Rent,213060,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_967,302791893514,ABCDE2086F,3,45618,No,0,87609,Self-Employed,41,None,92523,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_248,381381740436,ABCDE6784F,4,10720,Yes,2,201310,Self-Employed,70,None,255979,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_628,725284973008,ABCDE3877F,3,91636,No,0,115005,Employed,38,Rent,84228,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_11,561706998211,ABCDE5239F,2,98285,No,2,110151,Unemployed,53,Rent,52798,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_973,287461646603,ABCDE1393F,5,40050,Yes,0,135224,Self-Employed,19,Rent,44822,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_433,866865175181,ABCDE1539F,1,17648,No,2,66033,Self-Employed,48,Rent,107019,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_964,652156980353,ABCDE6901F,1,69476,Yes,2,54632,Employed,46,Rent,132504,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_425,345250618722,ABCDE5931F,2,84906,No,2,81590,Self-Employed,22,Own,41060,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_686,263485195170,ABCDE3629F,2,66093,No,1,263515,Unemployed,67,Rent,127947,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_176,580320843058,ABCDE3784F,0,71443,No,1,102613,Employed,54,None,60905,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_458,667376097079,ABCDE8498F,0,13210,No,0,74118,Employed,41,Rent,146143,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_347,534698044730,ABCDE4543F,1,19897,Yes,2,48941,Employed,47,Rent,135262,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_732,127143334732,ABCDE4708F,4,58364,No,0,81849,Unemployed,67,None,123428,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_388,250506752327,ABCDE5773F,4,68753,No,1,50645,Unemployed,29,None,137643,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_526,819376721960,ABCDE6506F,4,80180,Yes,0,45456,Self-Employed,34,Own,83449,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_21,414051197721,ABCDE1334F,4,68176,Yes,1,228895,Employed,37,None,333307,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_345,856360058321,ABCDE9513F,1,38397,Yes,0,189582,Self-Employed,69,Own,312201,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_350,482779146584,ABCDE1002F,4,55672,Yes,0,150233,Self-Employed,32,None,395618,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_974,861554702877,ABCDE6139F,4,7501,Yes,2,260117,Self-Employed,55,None,268280,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_440,501447207526,ABCDE1553F,3,67807,No,2,88355,Self-Employed,33,Rent,78504,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_738,691185616573,ABCDE7294F,0,38652,No,0,114973,Employed,61,Own,146927,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_870,377370163238,ABCDE6064F,2,67000,Yes,1,269925,Employed,63,Rent,304281,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_608,293297038883,ABCDE5866F,4,76550,No,1,137728,Unemployed,21,Own,104987,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_953,354802894293,ABCDE7284F,0,50805,Yes,0,52892,Self-Employed,51,Rent,60379,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_776,563880332595,ABCDE6050F,0,50844,No,2,250964,Unemployed,27,Rent,335006,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_920,849077232613,ABCDE6465F,5,99017,No,1,243791,Employed,70,None,142372,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_227,815950560970,ABCDE7648F,0,65145,No,2,38311,Employed,66,None,26468,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_483,364781638574,ABCDE9769F,4,62739,Yes,2,55151,Self-Employed,44,Rent,117619,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_873,894482231623,ABCDE2781F,3,90293,Yes,0,56742,Employed,49,Rent,88726,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_470,478688306543,ABCDE5421F,0,77100,No,0,141895,Self-Employed,62,None,37707,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_860,880063229624,ABCDE1163F,3,25996,Yes,1,108892,Unemployed,22,Rent,145793,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_468,849798685086,ABCDE2035F,0,15288,Yes,0,263899,Employed,23,None,139754,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_644,395694763376,ABCDE9856F,5,98622,Yes,0,142202,Unemployed,48,Own,62657,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_433,897995787253,ABCDE2192F,5,54094,No,1,153664,Self-Employed,23,Rent,242537,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_330,749745949405,ABCDE5828F,2,78103,Yes,2,195643,Employed,58,Rent,170914,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_550,518073736333,ABCDE4819F,5,78584,No,2,113480,Unemployed,68,Rent,135397,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_108,510272470858,ABCDE2772F,5,78231,Yes,1,38444,Self-Employed,24,Own,106130,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_564,874259702139,ABCDE1985F,2,56715,No,2,241947,Employed,60,Own,104000,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_766,470301418161,ABCDE9146F,3,29912,No,2,278057,Unemployed,70,None,267103,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_256,598467611738,ABCDE9016F,4,30153,Yes,0,242885,Unemployed,35,None,341805,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_231,994904643929,ABCDE6091F,2,18160,Yes,2,192008,Self-Employed,48,Own,397927,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_54,866724146902,ABCDE5866F,4,59016,No,0,170268,Employed,51,None,394694,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_808,473546298776,ABCDE9641F,0,20380,No,1,170350,Unemployed,70,Own,316273,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_275,137229913224,ABCDE2377F,5,71667,No,1,82954,Unemployed,47,Own,64810,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_648,640979192545,ABCDE7277F,3,49295,No,1,188549,Self-Employed,21,None,233820,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_691,904865738164,ABCDE1229F,0,98635,No,0,29256,Self-Employed,34,Own,67677,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_8,756132073988,ABCDE9804F,4,49409,Yes,2,292082,Employed,28,Rent,188687,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_930,365035994890,ABCDE3325F,3,86722,Yes,2,175930,Unemployed,18,Rent,372806,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_292,561219413490,ABCDE1155F,0,49864,No,2,223767,Unemployed,47,Rent,169751,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_84,165584704769,ABCDE3163F,4,43397,No,0,231698,Self-Employed,60,Own,187862,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_189,130603019771,ABCDE7907F,2,65065,No,0,182961,Self-Employed,45,Rent,115008,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_7,160673415277,ABCDE2962F,0,34813,No,2,188786,Employed,30,None,262069,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_255,264041946263,ABCDE7730F,4,97806,No,2,36823,Employed,73,Own,96266,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_539,552479672608,ABCDE2423F,4,38784,No,2,61972,Self-Employed,22,Rent,43019,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_332,737628651174,ABCDE6510F,2,15115,No,1,159017,Self-Employed,61,Rent,198626,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_530,306796384539,ABCDE8151F,1,18121,Yes,2,225961,Self-Employed,53,None,287803,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_368,680248455704,ABCDE9629F,3,30482,No,2,179939,Employed,30,Own,322635,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_952,252211623016,ABCDE1221F,2,13338,Yes,1,147315,Unemployed,42,Rent,77475,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_505,466166364091,ABCDE8245F,0,10504,Yes,0,91393,Employed,46,Rent,38590,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_467,435102834671,ABCDE2134F,3,52693,No,1,136833,Unemployed,74,None,75596,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_728,590029677524,ABCDE5296F,2,58279,No,0,106793,Unemployed,31,None,40490,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_713,949082015673,ABCDE1875F,1,79705,No,1,80486,Unemployed,26,None,49742,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_575,981057534858,ABCDE9554F,2,58909,No,0,110017,Unemployed,68,Rent,50073,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_897,241333383885,ABCDE1792F,3,20832,Yes,0,29726,Unemployed,54,Rent,22977,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_958,577262924451,ABCDE7479F,1,78014,Yes,1,54844,Self-Employed,64,Own,125832,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_662,967738658131,ABCDE1619F,0,40555,Yes,2,68404,Self-Employed,19,None,147548,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_331,472472561138,ABCDE5443F,0,35968,No,1,290088,Unemployed,62,Rent,129774,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_754,978467286154,ABCDE4196F,4,39894,No,2,105366,Unemployed,48,Rent,119340,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_312,187518285002,ABCDE6892F,3,23358,Yes,1,44570,Unemployed,64,Rent,62624,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_329,414782456837,ABCDE4674F,2,14252,No,0,251940,Unemployed,69,Rent,338923,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_516,277052706345,ABCDE3886F,5,24973,Yes,1,147422,Unemployed,35,None,101871,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_2,730448012525,ABCDE1240F,0,72964,No,1,124554,Self-Employed,75,Rent,135843,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_601,683156430114,ABCDE9341F,4,81536,No,0,160004,Unemployed,58,Rent,168772,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_547,870012220388,ABCDE1470F,5,77516,No,0,49236,Employed,26,None,39581,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_426,179613443472,ABCDE1280F,3,94756,No,0,198319,Employed,68,Rent,240960,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_572,330059085134,ABCDE5777F,1,11124,Yes,0,192062,Employed,55,Own,282799,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_304,733825298236,ABCDE5839F,3,95430,No,2,152471,Self-Employed,48,None,165022,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_990,741481365094,ABCDE2899F,2,92900,No,2,77399,Self-Employed,73,None,75571,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_558,174894190471,ABCDE1046F,2,38299,No,2,56610,Employed,26,Own,96763,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_595,785701299945,ABCDE6487F,0,28677,No,1,38698,Self-Employed,44,Own,145004,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_553,178086483228,ABCDE1612F,1,22084,No,1,292986,Unemployed,30,Rent,334496,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_604,980699352306,ABCDE9119F,0,17593,No,1,285016,Unemployed,29,Rent,258505,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_15,939871297112,ABCDE4786F,5,73596,No,0,246234,Unemployed,35,None,391337,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_591,978880283051,ABCDE2035F,0,76083,No,2,46308,Unemployed,34,Rent,125694,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_184,869846223459,ABCDE2141F,5,70474,Yes,0,245808,Self-Employed,72,Rent,215925,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_954,790223398495,ABCDE3906F,1,99434,No,1,293251,Self-Employed,56,Own,207537,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_425,204456969152,ABCDE5251F,5,22504,No,1,106769,Employed,27,Rent,39004,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_771,808268001146,ABCDE7849F,3,84514,No,2,46987,Self-Employed,31,Own,66914,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_12,649971066544,ABCDE7756F,1,66629,No,2,68793,Unemployed,57,Rent,113500,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_380,367433183692,ABCDE5334F,1,19237,No,2,213947,Employed,57,Rent,333334,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_524,760998966001,ABCDE1673F,0,71943,No,2,37005,Unemployed,39,None,54047,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_346,541078528028,ABCDE2676F,2,88665,Yes,1,135201,Employed,44,None,86180,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_623,155512877165,ABCDE5844F,5,10594,No,2,288962,Self-Employed,43,Own,283301,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_989,692804054732,ABCDE2705F,2,65715,No,1,148202,Unemployed,44,None,65666,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_537,741951143679,ABCDE3999F,3,55966,No,1,42029,Unemployed,37,Rent,59766,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_237,949890404802,ABCDE5772F,1,66710,Yes,0,87967,Self-Employed,24,Own,82754,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_477,195079361333,ABCDE5678F,3,73069,No,0,271935,Employed,32,Own,359560,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_78,109455715931,ABCDE8321F,5,94739,No,1,25153,Employed,59,Own,75717,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_773,911329364255,ABCDE1532F,3,62911,No,2,276640,Employed,35,None,246933,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_503,538630780109,ABCDE4493F,4,98432,No,0,88003,Self-Employed,66,None,147965,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_33,466321934265,ABCDE7047F,5,89655,No,0,128152,Unemployed,47,Rent,25855,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_868,985154145917,ABCDE4880F,5,55658,Yes,2,278389,Unemployed,50,None,298802,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_65,583784248476,ABCDE7168F,1,47484,No,2,284033,Employed,66,Own,205317,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_626,407920995667,ABCDE8588F,1,35463,Yes,0,74979,Employed,60,None,112025,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_22,219657731988,ABCDE8381F,2,37200,No,0,186097,Employed,22,Own,163899,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_965,663135419803,ABCDE6293F,5,52603,Yes,1,210153,Unemployed,56,Rent,320790,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_652,186207664699,ABCDE9658F,1,33606,No,1,172299,Self-Employed,66,Rent,215138,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_185,418414664567,ABCDE8234F,0,47572,No,1,282176,Self-Employed,72,None,111573,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_985,904839661999,ABCDE2122F,2,94116,No,2,129246,Unemployed,34,None,41813,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_197,267182660179,ABCDE2770F,3,13857,Yes,1,251247,Unemployed,45,None,194228,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_342,933302556767,ABCDE2648F,4,22607,Yes,1,67385,Employed,42,None,118601,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_699,546599854900,ABCDE6582F,4,73676,Yes,1,285137,Self-Employed,30,None,221187,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_897,370941918688,ABCDE5974F,5,73486,No,0,289525,Employed,54,None,235506,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_322,861298617585,ABCDE2597F,1,14190,Yes,1,64149,Self-Employed,32,None,121318,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_150,460721474781,ABCDE9536F,4,19329,No,2,103282,Employed,31,Own,24403,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_349,308806084545,ABCDE7263F,1,90695,Yes,0,41870,Unemployed,66,Own,21443,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_847,447382626305,ABCDE7299F,3,99654,Yes,0,25372,Unemployed,71,None,144482,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_555,926410780458,ABCDE6983F,3,18261,No,0,191921,Self-Employed,28,Own,242154,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_623,583193078578,ABCDE2834F,2,30093,No,0,248342,Self-Employed,68,None,221288,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_918,438630788230,ABCDE5847F,2,83025,No,0,89398,Self-Employed,65,None,58780,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_717,316228134819,ABCDE4743F,3,14992,Yes,1,71472,Employed,70,None,69242,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_312,375299066091,ABCDE1871F,2,80389,Yes,1,218825,Unemployed,57,Own,204041,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_321,178649366030,ABCDE7088F,4,10178,No,1,68158,Self-Employed,31,Own,138141,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_703,553008343397,ABCDE2177F,5,42097,Yes,0,212964,Self-Employed,34,None,300161,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_531,425494226003,ABCDE3801F,0,39126,Yes,0,53869,Self-Employed,66,Own,88192,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_59,111650352799,ABCDE7731F,1,38114,Yes,0,171171,Unemployed,40,Own,125724,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_999,890454836249,ABCDE4453F,0,10851,No,2,212292,Self-Employed,66,None,171617,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_558,226990081706,ABCDE7068F,3,18841,No,1,61175,Employed,31,Rent,95137,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_714,916204088998,ABCDE9657F,5,98581,Yes,2,123263,Employed,27,Rent,29369,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_159,939259083572,ABCDE2610F,2,47451,Yes,1,179722,Employed,74,Rent,101145,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_421,130030282289,ABCDE8357F,0,27479,Yes,1,275541,Unemployed,56,Rent,285152,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_224,536118124155,ABCDE8554F,3,44486,Yes,1,186702,Employed,32,Own,357100,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_128,291629026543,ABCDE8841F,5,83319,Yes,1,213581,Unemployed,75,Own,355792,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_539,472566580555,ABCDE8665F,3,49410,Yes,1,224093,Unemployed,67,Rent,118587,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
