Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_614,374736345575,ABCDE2100F,4,40271,Yes,2,114147,Employed,21,Own,85270,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_227,615924361560,ABCDE3262F,4,28158,No,0,248698,Unemployed,21,Own,352352,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_518,828111996922,ABCDE6619F,5,27065,Yes,0,284751,Self-Employed,68,None,283844,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_579,749241308990,ABCDE6271F,3,56935,Yes,2,122599,Employed,50,Rent,122530,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_851,625858276097,ABCDE2225F,4,28609,No,1,140595,Unemployed,74,Rent,41491,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_173,306393428582,ABCDE4876F,0,10319,No,2,269745,Employed,51,Rent,387753,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_955,841196279813,ABCDE9675F,1,29722,No,0,146199,Employed,42,Own,108789,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_327,303524528248,ABCDE8271F,1,72561,Yes,0,221785,Employed,64,Rent,375443,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_186,494821055312,ABCDE6489F,4,32309,Yes,0,138232,Employed,71,None,80181,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_876,687271725951,ABCDE2693F,3,29651,No,2,78984,Employed,54,Rent,138708,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_138,613374050304,ABCDE3799F,2,21304,No,2,222051,Unemployed,73,Own,138889,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_223,535237777157,ABCDE4524F,1,83450,No,0,106218,Self-Employed,53,Rent,35135,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_754,756872447087,ABCDE5824F,1,17025,No,0,137222,Unemployed,19,Rent,59093,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_702,276013250932,ABCDE5079F,0,89496,Yes,0,213247,Self-Employed,42,Own,234451,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_629,398144204800,ABCDE5548F,5,20370,Yes,2,43229,Employed,57,Own,61104,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_825,647740099660,ABCDE3760F,2,37058,Yes,1,192205,Employed,32,None,382910,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_333,111847646147,ABCDE9607F,4,95647,Yes,0,162943,Employed,44,Own,293775,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_600,457569949545,ABCDE5900F,5,76627,No,1,28192,Employed,37,Rent,118595,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_989,197982933820,ABCDE8318F,4,85783,No,1,165482,Employed,44,Own,129776,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_137,499678981781,ABCDE7642F,3,50879,Yes,0,168061,Employed,43,None,351327,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_767,705502415130,ABCDE1536F,3,41267,Yes,2,238994,Unemployed,57,Own,265330,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_347,556275610821,ABCDE2345F,4,99475,No,0,247913,Employed,44,Own,150174,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_652,662494336011,ABCDE7589F,4,99400,No,2,200246,Employed,74,Rent,256774,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_960,246801897792,ABCDE9582F,2,86278,No,2,282202,Employed,22,Rent,370144,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_317,516840918358,ABCDE1588F,5,72145,Yes,2,284406,Employed,59,None,254139,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_883,325367710795,ABCDE3542F,3,79495,Yes,0,170963,Self-Employed,41,Rent,141505,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_801,236461142126,ABCDE3304F,0,51184,Yes,2,255545,Employed,57,None,222805,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_811,394424576559,ABCDE1360F,4,35201,No,0,75079,Employed,30,Rent,142588,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_125,200932459028,ABCDE1536F,1,20145,No,2,297101,Employed,51,None,268790,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_848,678514145634,ABCDE6226F,4,36378,Yes,0,288106,Unemployed,49,Rent,363894,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_814,299455455485,ABCDE1912F,3,9898,Yes,0,40596,Unemployed,70,None,144625,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_508,260428000337,ABCDE1948F,3,95130,No,2,71726,Self-Employed,47,Own,139116,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_529,268712026321,ABCDE7898F,5,86340,No,0,171067,Unemployed,41,None,317898,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_338,939893485755,ABCDE7942F,2,67488,No,1,174803,Self-Employed,23,Own,321963,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_557,438949489059,ABCDE2573F,5,77255,Yes,2,59352,Employed,39,None,93871,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_181,104312934461,ABCDE3389F,5,71834,No,0,106366,Self-Employed,73,Own,68625,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_31,930091464146,ABCDE4127F,2,52444,No,2,135390,Self-Employed,27,Rent,57641,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_69,170846095612,ABCDE4962F,3,18080,Yes,0,33153,Employed,49,Rent,49413,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_861,686987469307,ABCDE1161F,3,90866,Yes,1,99611,Employed,31,Own,32409,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_283,908312311054,ABCDE9323F,2,60326,Yes,0,82526,Unemployed,35,Rent,132375,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_858,784275780917,ABCDE9624F,0,46137,No,0,191041,Employed,54,Rent,170231,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_628,553476107665,ABCDE8629F,5,87093,Yes,2,161977,Unemployed,63,None,172818,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_929,548270985496,ABCDE1321F,0,84780,Yes,1,34588,Employed,37,None,146953,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_388,636070414891,ABCDE4310F,1,81727,Yes,2,74521,Self-Employed,53,Own,27438,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_514,794007434958,ABCDE7482F,5,42453,Yes,2,82312,Employed,68,Rent,140114,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_24,150246954305,ABCDE1241F,3,19928,No,2,210767,Employed,51,None,260539,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_137,397349109523,ABCDE1495F,4,37579,Yes,2,27219,Unemployed,46,None,30186,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_218,310834027161,ABCDE4070F,4,61082,No,0,213451,Self-Employed,65,None,300556,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_709,159917549814,ABCDE3175F,3,71006,Yes,0,179346,Employed,19,None,278919,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_917,352092626528,ABCDE8899F,2,52269,Yes,0,63757,Self-Employed,53,Rent,124675,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_718,735012088032,ABCDE5981F,0,83452,No,2,110578,Self-Employed,60,None,122432,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_682,801108340230,ABCDE3585F,0,15339,No,2,32366,Employed,70,Own,99624,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_180,952369243748,ABCDE3517F,5,61219,No,2,292510,Employed,18,Own,199559,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_974,129648913432,ABCDE7145F,3,61509,Yes,2,59352,Employed,64,Rent,124326,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_222,612928909102,ABCDE4062F,4,59326,Yes,2,191570,Employed,31,None,120099,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_799,761810359768,ABCDE9589F,2,45877,Yes,0,57348,Employed,67,Rent,122979,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_313,700685499526,ABCDE7590F,4,81100,Yes,0,211239,Employed,62,Rent,237453,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_346,394881421671,ABCDE7170F,4,93378,Yes,1,295781,Employed,43,Rent,122498,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_444,625242275722,ABCDE8182F,1,62986,No,0,154678,Self-Employed,45,Own,281813,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_902,967660758967,ABCDE1798F,5,40801,Yes,1,207533,Employed,70,None,213325,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_478,107128233070,ABCDE3815F,4,87755,Yes,1,101820,Employed,52,Rent,41158,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_387,755594689055,ABCDE2475F,2,12513,No,0,44101,Self-Employed,56,Own,30724,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_419,658759890934,ABCDE1799F,4,17755,Yes,1,153540,Employed,35,Own,163440,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_346,947813002504,ABCDE7089F,3,24729,No,0,198507,Unemployed,48,Own,383559,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_634,349847624684,ABCDE1006F,1,41910,Yes,2,25914,Employed,58,Own,39840,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_943,168847325576,ABCDE5306F,5,49304,Yes,1,106803,Unemployed,42,None,135400,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_40,231229603404,ABCDE5270F,2,76244,Yes,2,235247,Employed,65,Own,379085,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_101,448046892990,ABCDE4641F,5,75290,No,0,152213,Employed,69,Own,203323,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_768,782312833173,ABCDE3618F,1,42683,Yes,1,141979,Employed,23,None,46990,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_163,983527404631,ABCDE3315F,0,12676,No,1,184329,Unemployed,25,Own,164195,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_399,764308631726,ABCDE5031F,0,77173,No,0,138333,Employed,19,None,57032,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_984,171518473211,ABCDE4684F,2,75012,Yes,0,32821,Employed,64,None,35351,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_991,623865327123,ABCDE3241F,2,26681,Yes,1,154171,Self-Employed,61,Own,300394,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_13,677813886663,ABCDE6643F,4,90022,Yes,1,204863,Self-Employed,40,Own,331730,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_429,497944330600,ABCDE7114F,3,60464,No,0,207641,Self-Employed,64,Own,210131,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_845,391573879427,ABCDE1157F,3,74804,No,1,83007,Employed,23,Own,75531,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_340,947854214864,ABCDE2568F,5,32431,No,1,50855,Self-Employed,41,Own,111682,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_865,959265170748,ABCDE8379F,0,56620,No,1,35690,Self-Employed,73,Own,41950,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_489,474784457643,ABCDE4180F,2,68756,No,0,94179,Employed,28,Rent,119338,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_702,514080257113,ABCDE8715F,5,33009,No,1,266957,Employed,65,Own,238786,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_835,249344045241,ABCDE4564F,2,70065,Yes,2,91788,Unemployed,49,Own,44795,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_644,131742499103,ABCDE2140F,1,78164,Yes,2,64377,Employed,45,None,53800,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_889,192218714746,ABCDE3312F,5,77000,No,1,61015,Employed,28,None,80554,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_715,758408009836,ABCDE9595F,0,89246,Yes,2,246598,Employed,24,Own,229090,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_400,367595110009,ABCDE3234F,0,70840,No,2,237199,Employed,70,None,238462,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_880,720869629993,ABCDE2281F,5,40749,No,1,192468,Employed,32,Own,287167,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_109,888611908423,ABCDE6665F,2,61150,No,2,129753,Employed,24,Rent,106944,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_156,326130335465,ABCDE2762F,3,23361,Yes,0,210089,Employed,51,Own,259925,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_495,793523138851,ABCDE2725F,1,60923,No,0,93448,Self-Employed,29,Own,21979,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_735,149397965441,ABCDE9352F,4,53990,Yes,2,121616,Employed,59,Own,141514,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_215,693230090086,ABCDE9711F,2,66002,Yes,0,297070,Unemployed,73,Own,347445,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_390,365057517402,ABCDE3287F,4,60341,No,1,174478,Employed,74,None,156520,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_305,371915096091,ABCDE7405F,5,16814,No,0,224004,Unemployed,30,Rent,226834,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_85,366479764563,ABCDE8178F,4,13910,No,1,129902,Unemployed,70,Own,90840,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_798,715384751422,ABCDE7626F,4,38094,Yes,0,220287,Employed,42,Own,220556,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_474,229611160579,ABCDE1560F,1,98437,No,2,35609,Employed,41,None,84650,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_822,951307894507,ABCDE8335F,1,43883,No,0,273268,Unemployed,53,Own,304615,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_47,482362883566,ABCDE7231F,2,83717,No,0,57845,Employed,61,Rent,52029,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_328,629515140384,ABCDE2397F,1,31413,No,1,60319,Unemployed,56,Rent,124913,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_757,522225007384,ABCDE8611F,4,7262,Yes,0,264054,Self-Employed,61,Own,157938,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_349,566778547398,ABCDE4699F,3,27376,No,0,119039,Self-Employed,65,Own,70158,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_866,929663066982,ABCDE7814F,1,80403,No,2,108941,Self-Employed,30,None,42408,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_54,183604188740,ABCDE6015F,0,49212,Yes,2,110353,Self-Employed,43,Rent,94663,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_774,266140339008,ABCDE3148F,3,61813,Yes,2,269466,Employed,61,Rent,376206,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_446,629538143164,ABCDE8277F,2,98332,No,0,225022,Unemployed,37,Rent,371363,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_415,922855978796,ABCDE1739F,0,78869,No,2,89022,Unemployed,53,None,117524,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_529,359594554627,ABCDE8195F,0,85124,No,0,259958,Employed,63,None,355051,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_16,654134469806,ABCDE3304F,1,50835,Yes,0,209887,Unemployed,67,Rent,189572,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_985,816477043828,ABCDE3211F,4,54450,No,1,128245,Employed,67,None,147329,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_711,761233063476,ABCDE8742F,5,68938,Yes,2,98254,Self-Employed,52,None,37896,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_626,972252502774,ABCDE6780F,1,45720,No,1,175459,Employed,45,Rent,167838,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_316,329557183576,ABCDE5508F,4,71712,No,0,58317,Employed,59,Own,43147,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_99,382803908573,ABCDE6540F,1,38866,Yes,1,289116,Employed,74,Own,266465,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_916,782136983320,ABCDE5346F,3,12354,No,0,209727,Unemployed,27,None,193708,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_831,338668842225,ABCDE6929F,1,13030,No,1,25735,Employed,45,Own,85095,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_615,820083715684,ABCDE8357F,2,65945,Yes,0,285737,Employed,22,Rent,229281,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_737,915090892640,ABCDE7277F,4,15356,No,2,32401,Employed,54,Own,111204,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_330,587528854790,ABCDE4002F,4,96808,Yes,0,282395,Employed,43,None,197328,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_246,582864517630,ABCDE7242F,5,61339,No,2,248456,Employed,69,None,353804,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_30,427182048251,ABCDE7265F,1,44272,Yes,2,49047,Employed,73,None,35145,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_391,369047428416,ABCDE8200F,0,11123,No,0,208000,Employed,29,Rent,308171,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_509,950150143260,ABCDE5299F,2,21606,Yes,2,176087,Self-Employed,22,Own,163492,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_40,771228368293,ABCDE4978F,4,74817,Yes,0,168034,Employed,55,Own,381736,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_86,711493967203,ABCDE8327F,3,42520,Yes,1,68342,Employed,63,None,105581,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_8,648266780857,ABCDE9230F,1,95058,No,1,225138,Employed,41,Own,275355,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_689,610358874064,ABCDE8867F,3,5143,Yes,2,58440,Employed,75,Own,68527,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_728,560887061288,ABCDE5080F,0,17045,Yes,1,153646,Employed,18,None,138882,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_478,861732867264,ABCDE5340F,5,57797,Yes,2,200407,Employed,57,Own,362047,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_539,128618318077,ABCDE3806F,5,93882,Yes,2,171093,Unemployed,29,Rent,150038,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_783,504691869570,ABCDE7638F,4,56343,No,0,158982,Employed,25,None,265483,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_712,798807456762,ABCDE5781F,4,39864,No,2,57736,Employed,21,None,135645,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_895,232501412608,ABCDE5534F,5,66102,Yes,1,203998,Self-Employed,72,Own,108474,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_145,488538425287,ABCDE5163F,0,33656,Yes,0,65590,Self-Employed,36,Rent,88091,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_444,144792685395,ABCDE1885F,4,13409,Yes,0,107365,Employed,31,Own,39329,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_531,349874806506,ABCDE2349F,4,25609,Yes,1,83616,Employed,39,Rent,87119,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_246,888535225902,ABCDE2197F,4,50710,Yes,0,199141,Employed,54,Rent,210537,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_515,301269975399,ABCDE5877F,4,43067,No,1,178160,Employed,26,None,145818,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_736,498355489453,ABCDE8863F,5,34558,Yes,0,113033,Employed,72,Rent,96741,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_947,256974036405,ABCDE7700F,1,68843,No,0,235391,Employed,32,None,321699,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_131,233964919574,ABCDE4642F,0,32142,Yes,2,222926,Self-Employed,65,None,270919,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_933,692238942310,ABCDE3218F,0,90164,Yes,0,87628,Unemployed,33,Rent,108227,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_311,691150025914,ABCDE4370F,3,92564,No,1,291998,Employed,46,None,393904,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_187,993818981722,ABCDE8355F,3,84260,No,1,254348,Self-Employed,56,Own,335182,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_202,742615287065,ABCDE6062F,2,57620,No,0,229080,Employed,48,Rent,374185,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_392,550108537953,ABCDE7114F,1,64420,No,1,55586,Employed,75,Own,129895,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_559,713446423853,ABCDE4848F,4,14817,No,2,103902,Employed,34,None,104735,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_60,517647579824,ABCDE2149F,4,99821,Yes,0,36046,Employed,22,None,23811,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_723,199952133701,ABCDE8903F,0,91645,No,1,205045,Employed,72,None,230017,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_329,252228414638,ABCDE2355F,2,23045,No,0,131661,Employed,53,Rent,70323,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_275,499147347806,ABCDE9791F,2,12797,No,2,244377,Employed,20,Own,332253,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_784,556435289776,ABCDE3648F,1,60324,Yes,2,251078,Employed,36,Rent,226501,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_582,852214222700,ABCDE5036F,4,87018,No,0,98239,Unemployed,65,None,52634,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_740,203635740557,ABCDE8537F,3,82597,Yes,0,137328,Employed,62,Own,56001,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_650,344381878460,ABCDE5225F,0,7558,Yes,0,279111,Employed,30,None,126854,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_762,710501289737,ABCDE7122F,2,80513,Yes,0,269900,Unemployed,24,Rent,205322,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_279,698272153393,ABCDE3344F,0,21808,Yes,2,57833,Unemployed,63,Rent,140296,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_421,971675757260,ABCDE3426F,4,31379,No,2,219067,Employed,31,None,275119,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_794,169886725570,ABCDE1477F,1,41483,No,1,110263,Self-Employed,21,None,139437,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_748,163358617089,ABCDE9970F,3,62632,No,0,28440,Employed,57,Rent,130176,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_403,562368601148,ABCDE5652F,2,64396,No,1,201201,Employed,54,None,114323,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_247,980966397508,ABCDE6362F,1,10364,Yes,1,292085,Self-Employed,68,Own,316688,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_364,431237344358,ABCDE6624F,0,30818,No,0,93940,Employed,64,Own,69957,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_858,186127337496,ABCDE1523F,2,73781,No,0,285573,Employed,66,Own,362394,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_705,615069959229,ABCDE9138F,1,32463,Yes,1,183547,Self-Employed,66,None,157941,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_806,289992838735,ABCDE5833F,3,91212,Yes,2,167176,Employed,18,None,210715,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_717,536326842655,ABCDE5453F,0,89884,Yes,1,62344,Employed,72,None,128984,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_316,148293737355,ABCDE8347F,1,88927,No,2,66457,Self-Employed,27,Rent,46907,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_910,299411076603,ABCDE3805F,1,16602,No,2,104324,Employed,44,Rent,121699,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_549,187084845506,ABCDE9921F,0,76934,Yes,0,146174,Employed,68,Own,121506,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_924,806728423739,ABCDE4859F,5,44693,Yes,1,56963,Employed,24,Rent,54057,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_150,512454620922,ABCDE9043F,2,44012,Yes,0,166386,Employed,51,None,312795,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_190,189438118742,ABCDE7753F,1,82500,Yes,2,256171,Unemployed,58,Rent,232740,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_588,122351801871,ABCDE3565F,0,35248,Yes,2,29879,Employed,52,Rent,86561,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_987,895331838983,ABCDE8527F,0,54042,No,0,262138,Employed,48,Rent,210622,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_539,272748520292,ABCDE8770F,0,42548,No,1,163900,Employed,20,Rent,117022,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_425,789050543267,ABCDE2232F,1,78883,No,0,235683,Employed,73,None,197365,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_340,183554374611,ABCDE9962F,5,39911,Yes,1,154211,Self-Employed,41,Own,283121,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
