Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_208,541981382120,ABCDE2357F,2,15031,No,2,226645,Employed,36,Own,208899,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_129,354176824562,ABCDE1063F,2,20209,No,0,85535,Employed,25,Own,146162,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_496,870860480202,ABCDE3806F,5,37903,No,0,101053,Employed,73,Own,22706,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_843,685864859087,ABCDE1150F,3,84375,Yes,0,30280,Self-Employed,51,Own,73840,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_583,733383276146,ABCDE2577F,5,58781,Yes,0,285738,Employed,46,None,315401,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_689,840814171981,ABCDE9259F,2,30436,Yes,2,168749,Unemployed,75,None,334291,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_734,690075472899,ABCDE6707F,3,48440,Yes,2,41103,Employed,55,None,28218,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_587,975692567999,ABCDE1113F,0,96188,Yes,0,178770,Self-Employed,57,Own,238751,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_186,662385688422,ABCDE3854F,0,85647,Yes,1,189844,Unemployed,47,Rent,156486,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_431,584803407820,ABCDE9430F,1,46322,Yes,2,288617,Employed,57,Own,317156,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_498,153794385496,ABCDE5904F,5,49894,Yes,2,33279,Employed,45,Rent,69860,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_893,233507080518,ABCDE5050F,1,96583,Yes,0,212390,Employed,57,Rent,398968,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_648,334522605095,ABCDE6904F,4,75131,No,2,123106,Self-Employed,57,Rent,27518,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_974,178647477344,ABCDE2146F,1,91420,No,2,138889,Employed,69,None,129283,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_990,507276815615,ABCDE5133F,3,33139,No,1,87183,Employed,43,Rent,111137,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_625,953487459270,ABCDE9276F,3,65206,Yes,0,286224,Unemployed,61,Own,175145,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_43,399508625800,ABCDE9450F,0,54690,No,0,112709,Self-Employed,52,Rent,134352,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_962,449497717693,ABCDE6148F,5,71279,No,0,228962,Employed,47,Rent,296146,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_588,601725003085,ABCDE6645F,1,42569,Yes,0,148009,Employed,28,None,41234,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_228,211009123154,ABCDE3162F,2,68057,Yes,2,70830,Employed,70,None,58559,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_564,972137481726,ABCDE8077F,2,45134,Yes,1,47257,Employed,26,Rent,33387,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_238,586216466034,ABCDE9758F,0,60117,No,0,162243,Unemployed,29,None,335959,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_729,257977583073,ABCDE9702F,0,42336,Yes,0,201639,Employed,20,None,249571,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_577,671227249665,ABCDE6602F,4,72110,No,1,111583,Employed,56,None,50829,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_504,747718979356,ABCDE1071F,5,74327,Yes,2,207730,Employed,24,None,190807,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_434,204900263389,ABCDE2773F,5,83024,No,0,226405,Employed,60,Own,318534,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_979,675729973656,ABCDE9560F,2,95666,Yes,0,167273,Employed,63,Rent,186085,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_725,719228827976,ABCDE6098F,0,41793,Yes,1,174244,Employed,38,Own,344323,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_306,745078868181,ABCDE5634F,3,22285,No,0,288054,Employed,42,Rent,233883,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_128,560049588525,ABCDE3819F,5,89083,Yes,1,167116,Employed,27,Rent,235945,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_414,856706214197,ABCDE3762F,0,39969,Yes,2,227194,Self-Employed,70,Rent,112856,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_401,546308980508,ABCDE1683F,2,24235,No,1,72713,Employed,54,Own,35889,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_649,984667889506,ABCDE7075F,4,83720,Yes,1,151678,Unemployed,24,Own,261269,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_564,594006310515,ABCDE2003F,2,55824,No,0,81188,Employed,64,Own,73714,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_816,244079865846,ABCDE6237F,0,63069,Yes,2,81544,Unemployed,34,None,86624,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_374,700941762222,ABCDE4422F,3,31760,No,1,45255,Employed,36,None,100655,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_833,898353014109,ABCDE1168F,2,20916,Yes,0,35536,Unemployed,43,Rent,58369,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_87,217360066042,ABCDE4046F,3,84325,Yes,2,127088,Self-Employed,43,None,143232,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_157,968366627019,ABCDE4081F,1,76075,No,0,106412,Employed,28,Rent,46643,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_931,371480275137,ABCDE9721F,1,38720,Yes,1,171120,Self-Employed,61,Own,112554,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_256,539805830450,ABCDE5404F,4,37531,Yes,2,270404,Self-Employed,66,None,179617,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_342,794189515869,ABCDE8923F,4,20187,No,0,217471,Employed,47,Rent,296147,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_386,592169495300,ABCDE9137F,1,76964,No,2,217738,Unemployed,40,Rent,379306,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_289,639922872812,ABCDE5770F,0,76792,Yes,0,151525,Employed,51,Rent,306607,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_876,269465825994,ABCDE3169F,0,15969,Yes,2,221600,Unemployed,39,None,274773,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_769,716612922665,ABCDE2118F,0,79147,No,0,132235,Employed,39,Rent,93769,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_840,812421307266,ABCDE3075F,3,19335,No,1,258013,Employed,57,Own,361723,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_193,117643999610,ABCDE6961F,5,27481,Yes,2,134609,Employed,65,Rent,134864,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_735,478211132981,ABCDE3519F,4,75232,Yes,0,199493,Unemployed,48,Rent,199418,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_185,258722846412,ABCDE5833F,1,50241,Yes,2,194452,Employed,39,Rent,172828,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_902,472163284918,ABCDE4021F,3,47768,Yes,2,93819,Employed,58,Own,144933,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_607,238617827596,ABCDE8296F,3,15340,No,0,87234,Employed,62,Own,94812,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_473,964997938772,ABCDE1377F,1,47325,Yes,1,223647,Employed,23,Rent,157197,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_192,513494557231,ABCDE7996F,2,38695,No,2,62222,Employed,49,Rent,99046,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_742,751815860976,ABCDE1237F,4,72217,Yes,0,283393,Employed,18,Rent,394560,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_37,622221171800,ABCDE4768F,4,50874,No,1,265612,Unemployed,45,None,160055,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_608,977967972279,ABCDE7054F,5,55911,Yes,2,155720,Employed,47,Own,147694,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_645,140677173782,ABCDE9855F,0,20409,No,0,47725,Employed,22,None,128390,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_27,660625589294,ABCDE8322F,4,85597,Yes,2,278645,Employed,49,Own,306478,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_286,749038663239,ABCDE6427F,0,54482,No,0,250751,Employed,68,Rent,360935,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_811,708011264725,ABCDE6746F,4,99762,Yes,1,191302,Unemployed,65,Own,175449,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_571,838833630014,ABCDE9896F,0,93866,No,0,263674,Employed,70,None,140139,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_912,316182351824,ABCDE3241F,4,77297,No,2,116050,Employed,69,Rent,88172,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_392,480967002975,ABCDE7160F,1,38273,No,0,167751,Unemployed,40,Rent,285482,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_596,845314783951,ABCDE6444F,3,41679,Yes,2,244277,Employed,20,Rent,254468,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_558,624484477994,ABCDE2783F,3,15822,No,1,115438,Unemployed,26,Rent,63040,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_501,638101375455,ABCDE1482F,2,82974,No,2,133270,Unemployed,50,Own,82411,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_231,682658884748,ABCDE8845F,3,13382,No,0,148600,Employed,53,Own,135182,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_439,918824193449,ABCDE6910F,3,56853,No,2,121081,Employed,45,None,73592,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_400,359003050553,ABCDE7371F,2,9916,Yes,2,232576,Employed,38,None,393156,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_823,964911072211,ABCDE9492F,2,69151,No,0,291906,Unemployed,75,None,304025,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_735,619420409330,ABCDE3318F,2,11565,No,0,120749,Self-Employed,41,None,45543,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_633,594597067238,ABCDE8215F,3,62933,Yes,1,163994,Unemployed,74,Rent,168859,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_130,207157461862,ABCDE4985F,4,61112,Yes,1,135282,Employed,25,None,27487,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_177,279082971664,ABCDE5218F,5,63934,Yes,0,182009,Self-Employed,19,None,256245,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_149,925375774889,ABCDE3114F,3,94418,Yes,2,205872,Employed,36,Rent,388666,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_409,710913243818,ABCDE8509F,1,71089,Yes,1,104663,Employed,39,Own,148243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_639,791520035951,ABCDE3240F,0,48121,Yes,1,120605,Unemployed,20,Rent,102638,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_48,665772851405,ABCDE2011F,1,70264,Yes,1,252404,Employed,45,Own,128716,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_928,257589694573,ABCDE8654F,3,30357,No,1,48878,Unemployed,41,Own,57704,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_301,813287599183,ABCDE1675F,3,38024,Yes,1,291254,Employed,29,Own,386754,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_781,342647687270,ABCDE4713F,3,45708,No,0,119447,Employed,50,Rent,62946,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_248,146535078493,ABCDE4177F,3,37146,Yes,0,40515,Self-Employed,44,Own,149462,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_358,434891354760,ABCDE1819F,5,14683,Yes,1,239691,Self-Employed,56,Own,368732,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_332,249008018465,ABCDE1030F,3,31815,Yes,2,266210,Employed,67,None,211865,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_35,555439717949,ABCDE9804F,0,57647,Yes,1,93981,Employed,68,Own,76625,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_200,943055412148,ABCDE6045F,0,17500,No,1,36236,Employed,42,Rent,97679,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_118,207434010836,ABCDE5579F,3,80089,Yes,1,240119,Self-Employed,21,Own,138479,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_142,145976482101,ABCDE1091F,3,90870,Yes,0,43561,Employed,22,Own,97055,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_557,572494629529,ABCDE3892F,1,98092,Yes,2,37416,Unemployed,63,Rent,88110,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_537,311619632826,ABCDE9668F,1,82925,No,1,115417,Employed,70,Rent,32219,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_968,497382510244,ABCDE5661F,1,5405,No,2,207039,Employed,31,Own,398460,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_310,596469172322,ABCDE1747F,2,96766,No,2,269144,Employed,62,None,375717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_785,700738641536,ABCDE7925F,0,98022,Yes,0,115024,Employed,60,Rent,112505,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_646,445898583903,ABCDE7729F,5,99183,No,0,105402,Employed,72,Own,102634,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_779,325417078335,ABCDE5606F,2,47947,Yes,2,154468,Employed,32,None,198853,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_711,558634033293,ABCDE2146F,5,11907,No,2,156143,Employed,46,Rent,174082,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_413,528644976526,ABCDE8239F,3,40150,No,1,82725,Employed,61,None,143536,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_681,799058640186,ABCDE9313F,4,30628,Yes,1,175632,Employed,74,Own,187082,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_798,192616219771,ABCDE6212F,3,77413,No,1,147839,Employed,29,Rent,55915,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_636,855406501977,ABCDE1311F,0,48217,Yes,0,190605,Employed,41,Rent,151769,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_655,918815953822,ABCDE5197F,0,62620,No,0,140204,Employed,28,Rent,135689,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_152,199832749639,ABCDE7190F,5,23486,Yes,1,72365,Employed,74,Rent,134713,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_903,325570097123,ABCDE2394F,0,59732,Yes,2,199889,Employed,29,Rent,371861,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_550,968389917271,ABCDE3425F,2,59259,No,0,156949,Self-Employed,31,Own,234859,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_400,716278779420,ABCDE8300F,4,46494,No,0,118972,Unemployed,70,Own,134453,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_928,922934822112,ABCDE1033F,4,15838,Yes,1,29928,Self-Employed,29,Own,97382,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_313,559848499185,ABCDE9914F,2,69596,Yes,0,94722,Self-Employed,40,Rent,98435,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_222,247170038066,ABCDE8080F,4,31846,No,2,180174,Employed,27,Own,291943,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_665,867900659707,ABCDE2037F,4,12443,No,1,70071,Employed,31,Own,99842,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_180,586062883333,ABCDE2554F,3,88529,Yes,1,198984,Employed,20,Rent,283373,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_211,368875168278,ABCDE6004F,1,96598,Yes,0,235064,Self-Employed,58,Rent,125582,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_98,361409546088,ABCDE8306F,2,87604,No,0,78126,Employed,73,Rent,92374,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_273,123377111924,ABCDE3517F,3,98056,No,0,105155,Employed,67,None,39114,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_179,671523580310,ABCDE6243F,0,37586,No,2,81454,Employed,38,Rent,39460,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_27,485314117569,ABCDE7633F,5,92955,No,2,239854,Employed,52,Own,200921,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_204,344085329491,ABCDE6052F,5,63946,Yes,0,233784,Employed,34,None,175301,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_342,105511436313,ABCDE1737F,4,98011,Yes,0,111191,Employed,48,Rent,65676,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_287,247479463191,ABCDE9183F,1,99814,No,0,201464,Employed,58,Rent,109203,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_239,333825888240,ABCDE8168F,4,64212,Yes,0,108452,Employed,39,Own,98746,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_690,450325541675,ABCDE1225F,0,77465,Yes,1,194938,Employed,51,Rent,313287,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_92,935366253274,ABCDE5823F,3,52559,Yes,0,263133,Employed,23,Rent,316429,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_748,112580802879,ABCDE3854F,4,43146,Yes,2,108532,Unemployed,22,Own,107516,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_812,692606725398,ABCDE6566F,5,22094,Yes,2,62221,Self-Employed,56,Rent,99580,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_783,298147057442,ABCDE7780F,1,85684,No,1,25120,Employed,70,Rent,148112,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_813,215186233127,ABCDE2397F,5,15761,Yes,1,171135,Self-Employed,45,Rent,170489,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_48,252381672048,ABCDE2150F,3,43668,No,0,287183,Unemployed,65,None,371309,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_155,605937171632,ABCDE5995F,3,14260,Yes,1,136545,Self-Employed,35,Own,83709,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_582,545065998385,ABCDE8678F,3,60008,No,0,274708,Self-Employed,37,Own,273335,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_607,687493174690,ABCDE2738F,5,46359,Yes,2,294360,Employed,41,Rent,216972,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_187,763771790888,ABCDE1451F,5,42994,No,2,215622,Unemployed,24,Own,252182,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_233,597106176803,ABCDE8735F,5,44253,No,0,58177,Employed,59,Rent,67479,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_225,678417754230,ABCDE4929F,1,37667,Yes,0,101505,Employed,60,Rent,24732,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_495,562259617565,ABCDE2929F,5,62947,Yes,2,292627,Unemployed,58,Rent,260326,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_187,442144117589,ABCDE3066F,2,23565,No,1,275797,Employed,58,Own,135156,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_595,933179925578,ABCDE2527F,2,96485,Yes,1,68004,Employed,24,Own,30027,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_138,479643338835,ABCDE3830F,5,76490,Yes,0,58816,Employed,75,Rent,37040,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_260,916711678286,ABCDE6296F,4,5994,No,1,245424,Employed,75,Rent,347582,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_494,455720299378,ABCDE6249F,0,32865,No,1,228658,Unemployed,71,Own,320995,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_961,681049374943,ABCDE5327F,1,70079,No,1,136316,Unemployed,70,None,20039,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_948,584624033464,ABCDE3055F,5,98536,No,0,87222,Unemployed,67,Own,40853,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_861,327245892930,ABCDE9684F,3,94528,No,0,162210,Employed,43,Rent,226938,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_752,800905700219,ABCDE6087F,4,7267,No,1,68601,Employed,56,Rent,122790,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_42,601407231827,ABCDE6015F,4,21630,Yes,1,88068,Self-Employed,74,None,122392,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_406,256269036824,ABCDE9525F,2,37451,No,0,262123,Self-Employed,64,Own,103175,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_526,711202836685,ABCDE3641F,2,54486,Yes,0,164276,Employed,75,None,283502,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_277,603640606983,ABCDE8924F,5,72446,No,0,162521,Employed,60,None,161188,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_570,242687241676,ABCDE3359F,1,23225,No,0,147092,Self-Employed,73,Own,97593,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_361,327765427954,ABCDE2622F,0,69417,Yes,2,120925,Self-Employed,19,Rent,28519,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_646,195506373643,ABCDE7184F,2,11983,No,1,98462,Self-Employed,26,Rent,44216,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_139,119859130230,ABCDE3806F,0,48402,No,1,123168,Self-Employed,73,None,103867,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_575,763745751923,ABCDE3060F,4,41329,Yes,2,96335,Unemployed,19,Rent,147393,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_572,992526562775,ABCDE3725F,1,26410,No,1,136828,Employed,75,None,75944,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_990,436540878263,ABCDE9389F,5,53517,No,1,85065,Employed,55,None,139043,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_175,892167036892,ABCDE9452F,0,59698,Yes,2,64501,Employed,25,None,112306,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_485,352592467179,ABCDE5268F,5,70498,No,1,39571,Self-Employed,52,None,93055,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_964,821181211777,ABCDE1647F,1,9206,Yes,1,111301,Self-Employed,24,Rent,31403,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_861,484510025570,ABCDE1600F,3,45366,Yes,0,279143,Employed,58,Rent,334092,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_611,187956680604,ABCDE4490F,2,21043,Yes,0,143980,Self-Employed,26,Rent,33382,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_487,104180956723,ABCDE5071F,1,76073,No,1,41297,Unemployed,38,Own,135065,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_842,348878253190,ABCDE4546F,3,95644,Yes,0,99838,Employed,33,Own,69521,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_373,954559130909,ABCDE6623F,5,8576,Yes,0,33340,Employed,63,None,83956,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_825,980656517134,ABCDE8251F,3,94878,No,2,124341,Employed,48,None,91329,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_857,613476863779,ABCDE1359F,5,10739,Yes,2,210870,Employed,44,None,254688,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_360,195516745876,ABCDE2319F,0,39488,No,2,93832,Employed,55,None,126801,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_655,353105787957,ABCDE8873F,5,22461,No,1,145503,Self-Employed,65,None,86109,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_787,895135207767,ABCDE9197F,5,97648,Yes,2,251316,Self-Employed,71,Rent,252197,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_249,118838752317,ABCDE6326F,5,88688,No,2,156529,Employed,65,Rent,244534,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_639,515941060730,ABCDE7006F,2,94803,Yes,2,163061,Employed,18,Rent,108548,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_581,435744643331,ABCDE6732F,0,99671,Yes,0,155545,Unemployed,69,Rent,386959,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_865,137811277477,ABCDE6572F,2,8619,No,1,51609,Employed,37,None,49019,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_735,115158559127,ABCDE4573F,1,43464,Yes,0,162864,Employed,34,None,266719,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_514,645613643882,ABCDE7550F,4,18362,No,1,60383,Unemployed,30,None,60888,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_52,758559302740,ABCDE1783F,5,93543,Yes,1,195077,Employed,66,Own,385671,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_978,962572258841,ABCDE7460F,5,85646,No,0,42115,Self-Employed,57,Own,28607,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_992,298480252728,ABCDE3916F,3,25558,No,2,110743,Employed,34,None,135804,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_353,177182180637,ABCDE1528F,4,12528,Yes,2,172645,Employed,51,None,228375,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
